ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
EX,2020-05-19,11,2,9,0,0
GA,2020-05-19,7,7,0,0,0
IB,2020-05-19,12,12,0,0,0
MC,2020-05-19,2,2,0,0,0
MD,2020-05-19,116,116,0,0,0
ML,2020-05-19,0,0,0,0,0
NC,2020-05-19,9,9,0,0,0
PV,2020-05-19,11,11,0,0,0
RI,2020-05-19,5,5,0,0,0
VC,2020-05-19,13,13,0,0,0
AN,2020-05-20,12,12,0,0,0
AR,2020-05-20,12,11,0,1,0
AS,2020-05-20,1,1,0,0,0
CB,2020-05-20,0,0,0,0,0
CE,2020-05-20,1,1,0,0,0
CL,2020-05-20,27,26,0,1,0
CM,2020-05-20,29,29,0,0,0
CN,2020-05-20,4,4,0,0,0
CT,2020-05-20,172,119,0,52,1
EX,2020-05-20,14,3,11,0,0
GA,2020-05-20,6,6,0,0,0
IB,2020-05-20,6,6,0,0,0
MC,2020-05-20,0,0,0,0,0
MD,2020-05-20,96,96,0,0,0
ML,2020-05-20,0,0,0,0,0
NC,2020-05-20,4,4,0,0,0
PV,2020-05-20,10,8,0,0,2
RI,2020-05-20,4,4,0,0,0
VC,2020-05-20,14,14,0,0,0
AN,2020-05-21,9,9,0,0,0
AR,2020-05-21,12,12,0,0,0
AS,2020-05-21,1,1,0,0,0
CB,2020-05-21,3,3,0,0,0
CE,2020-05-21,1,1,0,0,0
CL,2020-05-21,39,38,0,1,0
CM,2020-05-21,20,18,0,2,0
CN,2020-05-21,5,5,0,0,0
CT,2020-05-21,204,138,0,66,0
EX,2020-05-21,9,2,7,0,0
GA,2020-05-21,12,12,0,0,0
IB,2020-05-21,5,5,0,0,0
MC,2020-05-21,1,1,0,0,0
MD,2020-05-21,83,83,0,0,0
ML,2020-05-21,0,0,0,0,0
NC,2020-05-21,3,3,0,0,0
PV,2020-05-21,11,9,0,0,2
RI,2020-05-21,4,3,0,1,0
VC,2020-05-21,7,7,0,0,0
AN,2020-05-22,6,5,1,0,0
AR,2020-05-22,14,14,0,0,0
AS,2020-05-22,1,1,0,0,0
CB,2020-05-22,1,1,0,0,0
CE,2020-05-22,0,0,0,0,0
CL,2020-05-22,40,39,1,0,0
CM,2020-05-22,42,38,0,4,0
CN,2020-05-22,3,3,0,0,0
CT,2020-05-22,264,191,0,72,1
EX,2020-05-22,11,3,7,1,0
GA,2020-05-22,3,3,0,0,0
IB,2020-05-22,3,3,0,0,0
MC,2020-05-22,1,1,0,0,0
MD,2020-05-22,83,83,0,0,0
ML,2020-05-22,0,0,0,0,0
NC,2020-05-22,6,6,0,0,0
PV,2020-05-22,9,6,0,0,3
RI,2020-05-22,2,2,0,0,0
VC,2020-05-22,17,17,0,0,0
AN,2020-05-23,7,7,0,0,0
AR,2020-05-23,12,12,0,0,0
AS,2020-05-23,1,1,0,0,0
CB,2020-05-23,2,2,0,0,0
CE,2020-05-23,5,5,0,0,0
CL,2020-05-23,16,16,0,0,0
CM,2020-05-23,31,26,0,5,0
CN,2020-05-23,1,1,0,0,0
CT,2020-05-23,111,107,0,4,0
EX,2020-05-23,7,0,7,0,0
GA,2020-05-23,8,8,0,0,0
IB,2020-05-23,2,2,0,0,0
MC,2020-05-23,2,2,0,0,0
MD,2020-05-23,80,80,0,0,0
ML,2020-05-23,0,0,0,0,0
NC,2020-05-23,12,12,0,0,0
PV,2020-05-23,6,5,0,0,1
RI,2020-05-23,2,2,0,0,0
VC,2020-05-23,7,7,0,0,0
AN,2020-05-24,3,3,0,0,0
AR,2020-05-24,5,5,0,0,0
AS,2020-05-24,2,2,0,0,0
CB,2020-05-24,0,0,0,0,0
CE,2020-05-24,2,2,0,0,0
CL,2020-05-24,12,12,0,0,0
CM,2020-05-24,20,18,0,2,0
CN,2020-05-24,2,2,0,0,0
CT,2020-05-24,126,125,0,0,1
EX,2020-05-24,5,1,4,0,0
GA,2020-05-24,5,5,0,0,0
IB,2020-05-24,1,1,0,0,0
MC,2020-05-24,0,0,0,0,0
MD,2020-05-24,48,48,0,0,0
ML,2020-05-24,0,0,0,0,0
NC,2020-05-24,2,2,0,0,0
PV,2020-05-24,3,2,0,0,1
RI,2020-05-24,0,0,0,0,0
VC,2020-05-24,10,10,0,0,0
AN,2020-05-25,8,8,0,0,0
AR,2020-05-25,12,12,0,0,0
AS,2020-05-25,1,1,0,0,0
CB,2020-05-25,1,1,0,0,0
CE,2020-05-25,5,5,0,0,0
CL,2020-05-25,34,33,0,1,0
CM,2020-05-25,38,37,0,1,0
CN,2020-05-25,4,4,0,0,0
CT,2020-05-25,211,151,0,60,0
EX,2020-05-25,5,5,0,0,0
GA,2020-05-25,5,4,1,0,0
IB,2020-05-25,3,3,0,0,0
MC,2020-05-25,0,0,0,0,0
MD,2020-05-25,137,137,0,0,0
ML,2020-05-25,0,0,0,0,0
NC,2020-05-25,5,5,0,0,0
PV,2020-05-25,6,6,0,0,0
RI,2020-05-25,4,3,0,1,0
VC,2020-05-25,5,5,0,0,0
AN,2020-05-26,8,8,0,0,0
AR,2020-05-26,11,11,0,0,0
AS,2020-05-26,2,2,0,0,0
CB,2020-05-26,4,4,0,0,0
CE,2020-05-26,1,1,0,0,0
CL,2020-05-26,46,46,0,0,0
CM,2020-05-26,38,34,0,4,0
CN,2020-05-26,3,3,0,0,0
CT,2020-05-26,187,133,0,53,1
EX,2020-05-26,13,2,11,0,0
GA,2020-05-26,2,2,0,0,0
IB,2020-05-26,4,4,0,0,0
MC,2020-05-26,0,0,0,0,0
MD,2020-05-26,122,122,0,0,0
ML,2020-05-26,0,0,0,0,0
NC,2020-05-26,4,4,0,0,0
PV,2020-05-26,9,8,0,0,1
RI,2020-05-26,0,0,0,0,0
VC,2020-05-26,13,13,0,0,0
AN,2020-05-27,11,11,0,0,0
AR,2020-05-27,13,13,0,0,0
AS,2020-05-27,0,0,0,0,0
CB,2020-05-27,2,2,0,0,0
CE,2020-05-27,2,2,0,0,0
CL,2020-05-27,25,25,0,0,0
CM,2020-05-27,39,37,0,2,0
CN,2020-05-27,2,2,0,0,0
CT,2020-05-27,150,106,0,44,0
EX,2020-05-27,8,2,6,0,0
GA,2020-05-27,1,1,0,0,0
IB,2020-05-27,3,3,0,0,0
MC,2020-05-27,3,3,0,0,0
MD,2020-05-27,67,67,0,0,0
ML,2020-05-27,0,0,0,0,0
NC,2020-05-27,11,11,0,0,0
PV,2020-05-27,2,2,0,0,0
RI,2020-05-27,1,1,0,0,0
VC,2020-05-27,16,16,0,0,0
AN,2020-05-28,7,7,0,0,0
AR,2020-05-28,9,9,0,0,0
AS,2020-05-28,0,0,0,0,0
CB,2020-05-28,1,1,0,0,0
CE,2020-05-28,5,5,0,0,0
CL,2020-05-28,44,44,0,0,0
CM,2020-05-28,40,36,0,4,0
CN,2020-05-28,7,7,0,0,0
CT,2020-05-28,198,139,0,59,0
EX,2020-05-28,0,0,0,0,0
GA,2020-05-28,2,2,0,0,0
IB,2020-05-28,13,12,1,0,0
MC,2020-05-28,2,2,0,0,0
MD,2020-05-28,98,98,0,0,0
ML,2020-05-28,0,0,0,0,0
NC,2020-05-28,9,9,0,0,0
PV,2020-05-28,6,4,0,0,2
RI,2020-05-28,1,1,0,0,0
VC,2020-05-28,9,9,0,0,0
AN,2020-05-29,12,12,0,0,0
AR,2020-05-29,12,12,0,0,0
AS,2020-05-29,14,14,0,0,0
CB,2020-05-29,3,3,0,0,0
CE,2020-05-29,2,2,0,0,0
CL,2020-05-29,42,41,0,1,0
CM,2020-05-29,25,25,0,0,0
CN,2020-05-29,8,8,0,0,0
CT,2020-05-29,172,128,0,43,1
EX,2020-05-29,8,3,5,0,0
GA,2020-05-29,5,4,1,0,0
IB,2020-05-29,5,4,1,0,0
MC,2020-05-29,1,1,0,0,0
MD,2020-05-29,109,109,0,0,0
ML,2020-05-29,0,0,0,0,0
NC,2020-05-29,5,5,0,0,0
PV,2020-05-29,3,2,0,0,1
RI,2020-05-29,2,2,0,0,0
VC,2020-05-29,8,8,0,0,0
AN,2020-05-30,13,13,0,0,0
AR,2020-05-30,4,4,0,0,0
AS,2020-05-30,4,4,0,0,0
CB,2020-05-30,2,2,0,0,0
CE,2020-05-30,3,3,0,0,0
CL,2020-05-30,36,36,0,0,0
CM,2020-05-30,37,31,0,6,0
CN,2020-05-30,2,2,0,0,0
CT,2020-05-30,86,82,0,4,0
EX,2020-05-30,8,2,6,0,0
GA,2020-05-30,0,0,0,0,0
IB,2020-05-30,1,1,0,0,0
MC,2020-05-30,1,1,0,0,0
MD,2020-05-30,61,61,0,0,0
ML,2020-05-30,0,0,0,0,0
NC,2020-05-30,7,7,0,0,0
PV,2020-05-30,7,3,0,0,4
RI,2020-05-30,1,1,0,0,0
VC,2020-05-30,5,5,0,0,0
AN,2020-05-31,9,9,0,0,0
AR,2020-05-31,8,8,0,0,0
AS,2020-05-31,3,3,0,0,0
CB,2020-05-31,1,1,0,0,0
CE,2020-05-31,1,1,0,0,0
CL,2020-05-31,19,19,0,0,0
CM,2020-05-31,11,9,0,2,0
CN,2020-05-31,1,1,0,0,0
CT,2020-05-31,49,49,0,0,0
EX,2020-05-31,2,1,1,0,0
GA,2020-05-31,1,1,0,0,0
IB,2020-05-31,2,2,0,0,0
MC,2020-05-31,0,0,0,0,0
MD,2020-05-31,57,57,0,0,0
ML,2020-05-31,0,0,0,0,0
NC,2020-05-31,3,3,0,0,0
PV,2020-05-31,0,0,0,0,0
RI,2020-05-31,0,0,0,0,0
VC,2020-05-31,7,7,0,0,0
AN,2020-06-01,18,18,0,0,0
AR,2020-06-01,10,10,0,0,0
AS,2020-06-01,0,0,0,0,0
CB,2020-06-01,4,4,0,0,0
CE,2020-06-01,4,4,0,0,0
CL,2020-06-01,28,28,0,0,0
CM,2020-06-01,26,25,0,1,0
CN,2020-06-01,4,4,0,0,0
CT,2020-06-01,83,78,0,5,0
EX,2020-06-01,4,3,1,0,0
GA,2020-06-01,1,1,0,0,0
IB,2020-06-01,4,3,1,0,0
MC,2020-06-01,4,4,0,0,0
MD,2020-06-01,123,123,0,0,0
ML,2020-06-01,1,1,0,0,0
NC,2020-06-01,1,1,0,0,0
PV,2020-06-01,7,7,0,0,0
RI,2020-06-01,3,3,0,0,0
VC,2020-06-01,13,13,0,0,0
AN,2020-06-02,6,6,0,0,0
AR,2020-06-02,17,16,0,1,0
AS,2020-06-02,0,0,0,0,0
CB,2020-06-02,2,2,0,0,0
CE,2020-06-02,2,2,0,0,0
CL,2020-06-02,19,19,0,0,0
CM,2020-06-02,28,17,0,11,0
CN,2020-06-02,5,5,0,0,0
CT,2020-06-02,106,91,0,15,0
EX,2020-06-02,10,4,5,1,0
GA,2020-06-02,0,0,0,0,0
IB,2020-06-02,7,7,0,0,0
MC,2020-06-02,2,2,0,0,0
MD,2020-06-02,97,97,0,0,0
ML,2020-06-02,0,0,0,0,0
NC,2020-06-02,3,3,0,0,0
PV,2020-06-02,12,11,0,0,1
RI,2020-06-02,1,1,0,0,0
VC,2020-06-02,19,19,0,0,0
AN,2020-06-03,16,16,0,0,0
AR,2020-06-03,7,6,0,1,0
AS,2020-06-03,0,0,0,0,0
CB,2020-06-03,0,0,0,0,0
CE,2020-06-03,4,4,0,0,0
CL,2020-06-03,27,27,0,0,0
CM,2020-06-03,39,37,0,2,0
CN,2020-06-03,4,4,0,0,0
CT,2020-06-03,116,91,0,25,0
EX,2020-06-03,6,0,6,0,0
GA,2020-06-03,1,1,0,0,0
IB,2020-06-03,3,3,0,0,0
MC,2020-06-03,2,2,0,0,0
MD,2020-06-03,124,124,0,0,0
ML,2020-06-03,0,0,0,0,0
NC,2020-06-03,6,6,0,0,0
PV,2020-06-03,10,7,0,0,3
RI,2020-06-03,2,2,0,0,0
VC,2020-06-03,11,11,0,0,0
AN,2020-06-04,5,5,0,0,0
AR,2020-06-04,10,10,0,0,0
AS,2020-06-04,0,0,0,0,0
CB,2020-06-04,1,1,0,0,0
CE,2020-06-04,0,0,0,0,0
CL,2020-06-04,27,25,0,2,0
CM,2020-06-04,39,32,0,7,0
CN,2020-06-04,1,1,0,0,0
CT,2020-06-04,121,88,0,33,0
EX,2020-06-04,4,3,1,0,0
GA,2020-06-04,2,2,0,0,0
IB,2020-06-04,6,6,0,0,0
MC,2020-06-04,3,3,0,0,0
MD,2020-06-04,88,88,0,0,0
ML,2020-06-04,0,0,0,0,0
NC,2020-06-04,7,7,0,0,0
PV,2020-06-04,9,7,0,0,2
RI,2020-06-04,1,1,0,0,0
VC,2020-06-04,9,9,0,0,0
AN,2020-06-05,12,12,0,0,0
AR,2020-06-05,8,7,0,1,0
AS,2020-06-05,2,2,0,0,0
CB,2020-06-05,2,2,0,0,0
CE,2020-06-05,0,0,0,0,0
CL,2020-06-05,36,36,0,0,0
CM,2020-06-05,36,35,0,1,0
CN,2020-06-05,2,2,0,0,0
CT,2020-06-05,164,141,0,23,0
EX,2020-06-05,0,0,0,0,0
GA,2020-06-05,4,4,0,0,0
IB,2020-06-05,1,1,0,0,0
MC,2020-06-05,1,1,0,0,0
MD,2020-06-05,103,103,0,0,0
ML,2020-06-05,0,0,0,0,0
NC,2020-06-05,6,6,0,0,0
PV,2020-06-05,11,9,0,0,2
RI,2020-06-05,2,2,0,0,0
VC,2020-06-05,8,8,0,0,0
AN,2020-06-06,4,4,0,0,0
AR,2020-06-06,6,6,0,0,0
AS,2020-06-06,2,2,0,0,0
CB,2020-06-06,0,0,0,0,0
CE,2020-06-06,0,0,0,0,0
CL,2020-06-06,12,12,0,0,0
CM,2020-06-06,14,13,0,1,0
CN,2020-06-06,4,4,0,0,0
CT,2020-06-06,65,63,0,2,0
EX,2020-06-06,0,0,0,0,0
GA,2020-06-06,1,1,0,0,0
IB,2020-06-06,2,2,0,0,0
MC,2020-06-06,3,3,0,0,0
MD,2020-06-06,52,52,0,0,0
ML,2020-06-06,0,0,0,0,0
NC,2020-06-06,1,1,0,0,0
PV,2020-06-06,12,10,0,0,2
RI,2020-06-06,2,2,0,0,0
VC,2020-06-06,8,8,0,0,0
AN,2020-06-07,2,2,0,0,0
AR,2020-06-07,5,4,0,1,0
AS,2020-06-07,1,1,0,0,0
CB,2020-06-07,3,3,0,0,0
CE,2020-06-07,0,0,0,0,0
CL,2020-06-07,12,12,0,0,0
CM,2020-06-07,14,14,0,0,0
CN,2020-06-07,1,1,0,0,0
CT,2020-06-07,52,49,0,2,1
EX,2020-06-07,4,1,3,0,0
GA,2020-06-07,2,1,0,0,1
IB,2020-06-07,3,3,0,0,0
MC,2020-06-07,0,0,0,0,0
MD,2020-06-07,39,39,0,0,0
ML,2020-06-07,0,0,0,0,0
NC,2020-06-07,2,2,0,0,0
PV,2020-06-07,21,13,0,0,8
RI,2020-06-07,1,1,0,0,0
VC,2020-06-07,7,7,0,0,0
AN,2020-06-08,6,6,0,0,0
AR,2020-06-08,6,6,0,0,0
AS,2020-06-08,0,0,0,0,0
CB,2020-06-08,1,1,0,0,0
CE,2020-06-08,0,0,0,0,0
CL,2020-06-08,34,34,0,0,0
CM,2020-06-08,34,34,0,0,0
CN,2020-06-08,2,2,0,0,0
CT,2020-06-08,106,92,0,14,0
EX,2020-06-08,1,1,0,0,0
GA,2020-06-08,4,4,0,0,0
IB,2020-06-08,2,2,0,0,0
MC,2020-06-08,2,2,0,0,0
MD,2020-06-08,111,111,0,0,0
ML,2020-06-08,0,0,0,0,0
NC,2020-06-08,0,0,0,0,0
PV,2020-06-08,15,14,0,0,1
RI,2020-06-08,0,0,0,0,0
VC,2020-06-08,5,5,0,0,0
AN,2020-06-09,7,7,0,0,0
AR,2020-06-09,11,11,0,0,0
AS,2020-06-09,0,0,0,0,0
CB,2020-06-09,0,0,0,0,0
CE,2020-06-09,0,0,0,0,0
CL,2020-06-09,26,25,0,1,0
CM,2020-06-09,22,22,0,0,0
CN,2020-06-09,2,2,0,0,0
CT,2020-06-09,85,55,0,30,0
EX,2020-06-09,2,2,0,0,0
GA,2020-06-09,1,1,0,0,0
IB,2020-06-09,1,1,0,0,0
MC,2020-06-09,2,2,0,0,0
MD,2020-06-09,77,77,0,0,0
ML,2020-06-09,1,1,0,0,0
NC,2020-06-09,4,4,0,0,0
PV,2020-06-09,12,11,0,0,1
RI,2020-06-09,1,1,0,0,0
VC,2020-06-09,8,8,0,0,0
AN,2020-06-10,6,6,0,0,0
AR,2020-06-10,3,3,0,0,0
AS,2020-06-10,0,0,0,0,0
CB,2020-06-10,1,0,1,0,0
CE,2020-06-10,0,0,0,0,0
CL,2020-06-10,18,17,0,1,0
CM,2020-06-10,19,17,0,2,0
CN,2020-06-10,2,2,0,0,0
CT,2020-06-10,112,67,0,45,0
EX,2020-06-10,1,1,0,0,0
GA,2020-06-10,1,1,0,0,0
IB,2020-06-10,3,3,0,0,0
MC,2020-06-10,1,1,0,0,0
MD,2020-06-10,89,89,0,0,0
ML,2020-06-10,0,0,0,0,0
NC,2020-06-10,4,4,0,0,0
PV,2020-06-10,7,7,0,0,0
RI,2020-06-10,0,0,0,0,0
VC,2020-06-10,3,3,0,0,0
AN,2020-06-11,3,3,0,0,0
AR,2020-06-11,6,6,0,0,0
AS,2020-06-11,3,3,0,0,0
CB,2020-06-11,3,3,0,0,0
CE,2020-06-11,0,0,0,0,0
CL,2020-06-11,17,17,0,0,0
CM,2020-06-11,10,9,0,1,0
CN,2020-06-11,2,1,0,0,1
CT,2020-06-11,103,62,0,41,0
EX,2020-06-11,0,0,0,0,0
GA,2020-06-11,2,2,0,0,0
IB,2020-06-11,4,4,0,0,0
MC,2020-06-11,0,0,0,0,0
MD,2020-06-11,55,55,0,0,0
ML,2020-06-11,0,0,0,0,0
NC,2020-06-11,2,2,0,0,0
PV,2020-06-11,10,10,0,0,0
RI,2020-06-11,1,1,0,0,0
VC,2020-06-11,10,10,0,0,0
AN,2020-06-12,4,4,0,0,0
AR,2020-06-12,4,4,0,0,0
AS,2020-06-12,0,0,0,0,0
CB,2020-06-12,2,2,0,0,0
CE,2020-06-12,0,0,0,0,0
CL,2020-06-12,21,20,0,1,0
CM,2020-06-12,20,18,0,2,0
CN,2020-06-12,3,3,0,0,0
CT,2020-06-12,104,79,0,25,0
EX,2020-06-12,1,1,0,0,0
GA,2020-06-12,2,2,0,0,0
IB,2020-06-12,6,6,0,0,0
MC,2020-06-12,0,0,0,0,0
MD,2020-06-12,127,127,0,0,0
ML,2020-06-12,0,0,0,0,0
NC,2020-06-12,1,1,0,0,0
PV,2020-06-12,15,15,0,0,0
RI,2020-06-12,0,0,0,0,0
VC,2020-06-12,11,11,0,0,0
AN,2020-06-13,4,4,0,0,0
AR,2020-06-13,6,6,0,0,0
AS,2020-06-13,0,0,0,0,0
CB,2020-06-13,1,1,0,0,0
CE,2020-06-13,0,0,0,0,0
CL,2020-06-13,12,11,0,1,0
CM,2020-06-13,8,8,0,0,0
CN,2020-06-13,2,2,0,0,0
CT,2020-06-13,33,30,0,3,0
EX,2020-06-13,1,1,0,0,0
GA,2020-06-13,0,0,0,0,0
IB,2020-06-13,2,2,0,0,0
MC,2020-06-13,1,1,0,0,0
MD,2020-06-13,21,21,0,0,0
ML,2020-06-13,0,0,0,0,0
NC,2020-06-13,1,1,0,0,0
PV,2020-06-13,9,9,0,0,0
RI,2020-06-13,2,2,0,0,0
VC,2020-06-13,3,3,0,0,0
AN,2020-06-14,3,3,0,0,0
AR,2020-06-14,3,2,0,1,0
AS,2020-06-14,0,0,0,0,0
CB,2020-06-14,2,2,0,0,0
CE,2020-06-14,0,0,0,0,0
CL,2020-06-14,7,5,0,2,0
CM,2020-06-14,12,12,0,0,0
CN,2020-06-14,1,1,0,0,0
CT,2020-06-14,41,40,0,1,0
EX,2020-06-14,0,0,0,0,0
GA,2020-06-14,1,1,0,0,0
IB,2020-06-14,4,4,0,0,0
MC,2020-06-14,3,3,0,0,0
MD,2020-06-14,46,46,0,0,0
ML,2020-06-14,0,0,0,0,0
NC,2020-06-14,2,2,0,0,0
PV,2020-06-14,6,6,0,0,0
RI,2020-06-14,1,1,0,0,0
VC,2020-06-14,1,1,0,0,0
AN,2020-06-15,7,7,0,0,0
AR,2020-06-15,8,8,0,0,0
AS,2020-06-15,0,0,0,0,0
CB,2020-06-15,1,1,0,0,0
CE,2020-06-15,0,0,0,0,0
CL,2020-06-15,15,15,0,0,0
CM,2020-06-15,13,13,0,0,0
CN,2020-06-15,1,1,0,0,0
CT,2020-06-15,77,56,0,21,0
EX,2020-06-15,5,5,0,0,0
GA,2020-06-15,3,3,0,0,0
IB,2020-06-15,3,3,0,0,0
MC,2020-06-15,2,2,0,0,0
MD,2020-06-15,103,103,0,0,0
ML,2020-06-15,1,1,0,0,0
NC,2020-06-15,4,4,0,0,0
PV,2020-06-15,14,14,0,0,0
RI,2020-06-15,0,0,0,0,0
VC,2020-06-15,11,11,0,0,0
AN,2020-06-16,9,9,0,0,0
AR,2020-06-16,8,8,0,0,0
AS,2020-06-16,0,0,0,0,0
CB,2020-06-16,2,2,0,0,0
CE,2020-06-16,0,0,0,0,0
CL,2020-06-16,41,40,0,1,0
CM,2020-06-16,20,19,0,1,0
CN,2020-06-16,2,2,0,0,0
CT,2020-06-16,74,61,0,13,0
EX,2020-06-16,2,2,0,0,0
GA,2020-06-16,1,1,0,0,0
IB,2020-06-16,4,4,0,0,0
MC,2020-06-16,1,1,0,0,0
MD,2020-06-16,51,51,0,0,0
ML,2020-06-16,0,0,0,0,0
NC,2020-06-16,12,12,0,0,0
PV,2020-06-16,10,10,0,0,0
RI,2020-06-16,1,1,0,0,0
VC,2020-06-16,10,10,0,0,0
AN,2020-06-17,10,10,0,0,0
AR,2020-06-17,6,6,0,0,0
AS,2020-06-17,0,0,0,0,0
CB,2020-06-17,3,3,0,0,0
CE,2020-06-17,0,0,0,0,0
CL,2020-06-17,18,18,0,0,0
CM,2020-06-17,15,15,0,0,0
CN,2020-06-17,14,14,0,0,0
CT,2020-06-17,92,76,0,16,0
EX,2020-06-17,7,7,0,0,0
GA,2020-06-17,4,4,0,0,0
IB,2020-06-17,4,4,0,0,0
MC,2020-06-17,2,2,0,0,0
MD,2020-06-17,64,64,0,0,0
ML,2020-06-17,0,0,0,0,0
NC,2020-06-17,3,3,0,0,0
PV,2020-06-17,8,8,0,0,0
RI,2020-06-17,0,0,0,0,0
VC,2020-06-17,8,8,0,0,0
AN,2020-06-18,24,24,0,0,0
AR,2020-06-18,16,16,0,0,0
AS,2020-06-18,0,0,0,0,0
CB,2020-06-18,5,5,0,0,0
CE,2020-06-18,0,0,0,0,0
CL,2020-06-18,11,10,0,1,0
CM,2020-06-18,12,12,0,0,0
CN,2020-06-18,0,0,0,0,0
CT,2020-06-18,101,87,0,14,0
EX,2020-06-18,4,4,0,0,0
GA,2020-06-18,0,0,0,0,0
IB,2020-06-18,5,5,0,0,0
MC,2020-06-18,2,2,0,0,0
MD,2020-06-18,77,77,0,0,0
ML,2020-06-18,0,0,0,0,0
NC,2020-06-18,6,6,0,0,0
PV,2020-06-18,12,12,0,0,0
RI,2020-06-18,1,1,0,0,0
VC,2020-06-18,8,8,0,0,0
AN,2020-06-19,11,11,0,0,0
AR,2020-06-19,27,27,0,0,0
AS,2020-06-19,0,0,0,0,0
CB,2020-06-19,0,0,0,0,0
CE,2020-06-19,0,0,0,0,0
CL,2020-06-19,14,13,0,1,0
CM,2020-06-19,12,12,0,0,0
CN,2020-06-19,1,1,0,0,0
CT,2020-06-19,89,75,0,14,0
EX,2020-06-19,2,2,0,0,0
GA,2020-06-19,1,1,0,0,0
IB,2020-06-19,8,8,0,0,0
MC,2020-06-19,3,3,0,0,0
MD,2020-06-19,63,63,0,0,0
ML,2020-06-19,0,0,0,0,0
NC,2020-06-19,7,7,0,0,0
PV,2020-06-19,11,11,0,0,0
RI,2020-06-19,0,0,0,0,0
VC,2020-06-19,10,10,0,0,0
AN,2020-06-20,15,15,0,0,0
AR,2020-06-20,29,29,0,0,0
AS,2020-06-20,0,0,0,0,0
CB,2020-06-20,3,3,0,0,0
CE,2020-06-20,0,0,0,0,0
CL,2020-06-20,15,14,0,1,0
CM,2020-06-20,19,19,0,0,0
CN,2020-06-20,11,11,0,0,0
CT,2020-06-20,77,75,0,2,0
EX,2020-06-20,1,1,0,0,0
GA,2020-06-20,7,7,0,0,0
IB,2020-06-20,3,3,0,0,0
MC,2020-06-20,3,3,0,0,0
MD,2020-06-20,50,50,0,0,0
ML,2020-06-20,0,0,0,0,0
NC,2020-06-20,5,5,0,0,0
PV,2020-06-20,4,4,0,0,0
RI,2020-06-20,1,1,0,0,0
VC,2020-06-20,5,5,0,0,0
AN,2020-06-21,10,10,0,0,0
AR,2020-06-21,41,40,0,1,0
AS,2020-06-21,0,0,0,0,0
CB,2020-06-21,2,2,0,0,0
CE,2020-06-21,0,0,0,0,0
CL,2020-06-21,7,7,0,0,0
CM,2020-06-21,15,15,0,0,0
CN,2020-06-21,1,1,0,0,0
CT,2020-06-21,67,66,0,1,0
EX,2020-06-21,5,5,0,0,0
GA,2020-06-21,3,3,0,0,0
IB,2020-06-21,1,1,0,0,0
MC,2020-06-21,3,3,0,0,0
MD,2020-06-21,32,32,0,0,0
ML,2020-06-21,2,0,0,0,2
NC,2020-06-21,18,18,0,0,0
PV,2020-06-21,6,6,0,0,0
RI,2020-06-21,0,0,0,0,0
VC,2020-06-21,9,9,0,0,0
AN,2020-06-22,16,16,0,0,0
AR,2020-06-22,56,56,0,0,0
AS,2020-06-22,0,0,0,0,0
CB,2020-06-22,1,1,0,0,0
CE,2020-06-22,0,0,0,0,0
CL,2020-06-22,14,14,0,0,0
CM,2020-06-22,8,8,0,0,0
CN,2020-06-22,0,0,0,0,0
CT,2020-06-22,113,92,0,21,0
EX,2020-06-22,1,1,0,0,0
GA,2020-06-22,0,0,0,0,0
IB,2020-06-22,1,1,0,0,0
MC,2020-06-22,3,3,0,0,0
MD,2020-06-22,37,37,0,0,0
ML,2020-06-22,0,0,0,0,0
NC,2020-06-22,16,16,0,0,0
PV,2020-06-22,7,7,0,0,0
RI,2020-06-22,0,0,0,0,0
VC,2020-06-22,7,7,0,0,0
AN,2020-06-23,13,13,0,0,0
AR,2020-06-23,47,47,0,0,0
AS,2020-06-23,0,0,0,0,0
CB,2020-06-23,2,2,0,0,0
CE,2020-06-23,0,0,0,0,0
CL,2020-06-23,30,29,0,1,0
CM,2020-06-23,14,14,0,0,0
CN,2020-06-23,6,6,0,0,0
CT,2020-06-23,114,93,0,21,0
EX,2020-06-23,6,5,1,0,0
GA,2020-06-23,5,5,0,0,0
IB,2020-06-23,5,5,0,0,0
MC,2020-06-23,5,5,0,0,0
MD,2020-06-23,53,53,0,0,0
ML,2020-06-23,0,0,0,0,0
NC,2020-06-23,11,11,0,0,0
PV,2020-06-23,5,5,0,0,0
RI,2020-06-23,1,1,0,0,0
VC,2020-06-23,11,11,0,0,0
AN,2020-06-24,95,95,0,0,0
AR,2020-06-24,64,64,0,0,0
AS,2020-06-24,0,0,0,0,0
CB,2020-06-24,2,2,0,0,0
CE,2020-06-24,0,0,0,0,0
CL,2020-06-24,14,14,0,0,0
CM,2020-06-24,21,21,0,0,0
CN,2020-06-24,1,1,0,0,0
CT,2020-06-24,85,85,0,0,0
EX,2020-06-24,1,1,0,0,0
GA,2020-06-24,5,5,0,0,0
IB,2020-06-24,3,3,0,0,0
MC,2020-06-24,7,7,0,0,0
MD,2020-06-24,35,35,0,0,0
ML,2020-06-24,0,0,0,0,0
NC,2020-06-24,8,8,0,0,0
PV,2020-06-24,13,13,0,0,0
RI,2020-06-24,1,1,0,0,0
VC,2020-06-24,6,6,0,0,0
AN,2020-06-25,22,22,0,0,0
AR,2020-06-25,47,47,0,0,0
